C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.AcademicExtensiveAnalysis.OLevelAnalysis\OLevelAnalysisSummary.cs(239,4): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'ISeriesDataAdapter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'IPointsFilterOptions' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'ILegendItem' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(856,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(963,39): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1208,38): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1221,4): error CS0012: The type 'ISeriesTemplateContainer' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1221,4): error CS0012: The type 'IIndicatorCalculator' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1221,4): error CS0012: The type 'IXYDiagram' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1221,4): error CS0012: The type 'IDiagram' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1221,4): error CS0012: The type 'IAxisProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'ISeriesDataAdapter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'IPointsFilterOptions' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'ILegendItem' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1223,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'ISeriesDataAdapter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'IPointsFilterOptions' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'ILegendItem' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1225,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(1227,4): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrEnrollmentcs.cs(362,4): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrEnrollmentcs.cs(476,32): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrEnrollmentcs.cs(759,38): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrEnrollmentcs.cs(833,4): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(6851,39): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(6874,40): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(6910,41): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(6943,40): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(6964,40): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(6998,41): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(7029,40): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(7052,40): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(7088,41): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(10417,92): error CS1620: Argument 4 must be passed with the 'out' keyword [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme\MainForm.cs(10417,120): error CS1620: Argument 5 must be passed with the 'out' keyword [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]

Build FAILED.
    86 Warning(s)
    254 Error(s)

Time Elapsed 00:00:11.30
